productID,name,supplierID,price,quantity,product_description
174,Smartplug,79,54270.00000000001,50125,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
175,Smartsocket,156,43843.0,57311,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
176,Smartwatch,127,55416.0,72905,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
177,Speaker,37,3864.0,59650,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
178,Speaker Cables,137,45656.0,50825,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
179,Stabilizer,159,52755.99999999999,57833,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
180,Switch,173,93907.0,79349,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
181,TV,149,13844.0,74662,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
182,Tablet,81,12002.0,60604,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
183,Type-B Cables,11,29105.0,69013,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
184,Type-C Cables,137,64511.0,77834,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
185,UPS,124,8912.0,68062,Sed ante. Vivamus tortor. Duis mattis egestas metus.
186,USB Cable,153,6380.0,55924,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
187,USB Cables,198,72524.0,68572,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
188,USB Card Reader,132,9414.0,62037,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
189,USB Flash Drive,98,2928.0,74975,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
190,USB Hub,18,78615.0,65545,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
191,USB Stick,29,27724.0,77089,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
192,Ultra HD TV,51,3365.0,75939,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
193,VGA Cables,158,82597.0,62410,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
194,VR Box,27,55886.0,74024,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
195,VR Goggles,198,91919.0,58398,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
196,VR Headset,46,49488.0,63325,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
197,Washing Machine,94,25587.0,60931,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
198,iPad,185,79932.0,75960,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
199,iPhone,28,825.0,65521,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
200,iPod,20,67955.0,53311,Phasellus in felis. Donec semper sapien a libero. Nam dui.
